id,company,title,pay,remote,employment_type,requirements,description,apply_url,source,date_found,category,verified
,Select Saunas,Customer Support Specialist,,TRUE,FULL_TIME,,"Headquarters: Casper, WY URL: https://selectsaunas.com Fully Remote Customer Support, Order Management, and Social Media Manager for E-Commerce Brand Company: Select Saunas (selectsaunas.com) Location: Fully remote (must be based in the United States or Canada, ) Type: Full-time Compensation: $40,000 + performance bonuses About the role Do you want to help people become the healthiest version of themselves? Select Saunas is a high-ticket online-only retailer of premium saunas. Our customers make considered, high-value purchases, and the experience we give them before, during, and after the sale is what sets us apart. We're looking for a Customer Support and Order Management Specialist to own the order journey end to end: placing orders with our suppliers, keeping customers informed proactively, and resolving issues with the kind of white-glove care a high-ticket purchase deserves. You'll be the voice of the brand on email and phone, and the person who makes sure every order is accurate, on track, and delivered without surprises. This is an ideal role for someone who is organized, calm under pressure, and genuinely enjoys helping people, not just clearing a queue. A welcome bonus is a genuine interest in saunas and health and wellness! Join the early stages of a fast-growing company Be part of a small, fun, driven team This is a long-term position with the opportunity to move into a customer support team manager No limits on your advancement Act without being micromanaged Resp",https://weworkremotely.com/remote-jobs/select-saunas-customer-support-specialist,wwr_customer_support,2026-06-13,customer-service,TRUE
,Vista Fulfillment Group,Customer Support Operations Manager - Intercom & Fin AI,,TRUE,FULL_TIME,,"Headquarters: Santee, California, United States URL: https://vistafulfillmentgroup.com/ Remote — United States Only Full-Time | 40 Hours/Week Hourly Rate: $30-$40/hour, depending on experience Benefits: Medical and dental benefits available Reports To: COO About the Role Vista Fulfillment Group is hiring a full-time Customer Support Operations Manager to lead our customer support team and improve the systems, workflows, and response times behind our customer service operation. This is a remote position open to candidates located anywhere in the United States. The schedule is a standard 40-hour work week, Monday through Friday, with availability required during business hours from 9:00 AM to 5:00 PM . This role is responsible for managing a team of approximately 10 customer support agents who handle customer tickets, refunds, disputes, order issues, phone support, email support, and Intercom chat support. We are looking for a hands-on CS leader who can both manage people and improve systems. The ideal candidate must have strong experience with Intercom , including inbox management, reporting, routing, workflows, automations, and help center structure. They must also have strong experience with Fin AI , Intercom's AI agent, including setup, flow design, automation planning, content structure, and implementation. Our current first response time averages around 48 hours. A major goal of this role is to reduce first response time to 12 hours ideally, and no later than 24 hours , w",https://weworkremotely.com/remote-jobs/vista-fulfillment-group-customer-support-operations-manager-intercom-fin-ai,wwr_customer_support,2026-06-13,customer-service,TRUE
,Korial,Technical Support Analyst - Operations (m/f/d),,TRUE,FULL_TIME,,"Headquarters: Germany URL: https://www.korial.com/ ABOUT THIS POSITION This role is a unique opportunity to be a founding member of our 24/7 global ""follow-the-sun"" support model. We are specifically hiring for or the evening shift aligned with U.S. Central Time to provide critical, real-time support to our key customers during their peak operational hours in Europe. Based in the United States, you will be the expert on duty, ensuring our robotic fleets and customers are successful overnight. This is not a standard 9-to-5. This role is built for a reliable, independent individual who thrives working non-traditional hours. Your mission is to provide world-class technical support while building the processes and documentation that will define our global service excellence. Please note: This position requires working on a consistent evening schedule (e.g., approximately 4 PM to 12 AM Central Standard Time) and weekends as part of a rotational team. YOUR TASKS Provide Critical Evening Support: Act as the primary support contact during the evening shift (approx. 4 PM - 12 AM Central StandardTime), bridging time zones to provide uninterrupted assistance to customers across Europe, Asia-Pacific, and the Middle East. Drive the Customer Support Experience: Manage the inbound support queue through tickets, chat, and other channels by providingexpert guidance and troubleshooting for our mobile robot fleets. Drive Service Excellence: Implement and refine support processes to build a pred",https://weworkremotely.com/remote-jobs/korial-technical-support-analyst-operations-m-f-d,wwr_customer_support,2026-06-13,remote-jobs,TRUE
,Lisa Russel,WFH Customer Support Associate (Training Provided),,TRUE,FULL_TIME,,"Headquarters: Remote Remote Opportunity Manager-in-Training | 100% Remote Company: AO Location: 100% Remote AO is seeking dedicated, motivated individuals ready to grow into leadership within a rapidly expanding organization. This is a unique opportunity to work remotely, receive direct mentorship from executive leadership , and develop the skills needed to advance into management. Our fully virtual environment has created unprecedented opportunities for collaboration, flexibility, and career growth—allowing our team members to thrive without being tied to a traditional 9–5 office. Role Overview As a Manager-in-Training , you will support clients, develop leadership and business skills, and contribute to organizational growth while preparing for a long-term leadership role. Key Responsibilities Provide exceptional financial services to clients with a focus on protecting families and children Collaborate with clients and team members across multiple time zones using virtual communication tools Learn directly from executive leadership through structured mentorship Support client growth initiatives and contribute to overall organizational expansion Uphold the highest standards of integrity, professionalism, and service excellence Qualifications Strong communication and interpersonal skills with the ability to build trust Self-motivated and driven to succeed in a remote environment Desire to learn, grow, and develop into a leadership role Adaptability and ability to thrive in a f",https://weworkremotely.com/remote-jobs/lisa-russel-wfh-customer-support-associate-training-provided,wwr_customer_support,2026-06-13,customer-service,TRUE
,Crae Group Ltd,Customer Support Agent (Remote),,TRUE,FULL_TIME,,"Headquarters: Cyprus URL: https://craegroup.com CRAE GROUP is one of the fastest-growing B2B service providers based in Cyprus. We develop, maintain and deploy various IT and customer based services to numerous businesses in various industries around the world. Founded in 2018, our continuous energy and efforts aim towards becoming a leading service provider, with an already impressive growth since our launch. We are a young, dynamic team who enjoy working in tech among creative and talented individuals. Our asset is the great people within our company with a unique approach on how to properly maintain our services and products. We are looking for talented Customer Support Representative to join our team remotely. Monthly salary range: €1,400-€2,000 (gross) + performance bonus Depending on experience and performance. Work schedule: 4 days on, 4 days off. An option of 2 shifts to be permanently put on: 10:00-22:00 or 22:00-10:00 (Cyprus local time). Job Description & Responsibilities: Communication with customers through live chat and e-mails. Maintain prompt and empathetic attitude towards customers. Acknowledge and resolve customers’ issues and queries. Keeping up to date with products terms, offers and functions. Report and escalate advanced customer queries to the relevant departments. Perform first-step investigations on queries and issues. Experience and qualifications: Proficiency in both written and verbal English, with excellent language skills. Strong communication a",https://weworkremotely.com/remote-jobs/crae-group-ltd-customer-support-agent-remote,wwr_customer_support,2026-06-13,customer-service,TRUE
